fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-18,31303,Alalay,Cochabamba,3457,1,67
2021-12-04,31303,Alalay,Cochabamba,3457,2,63
2021-12-04,31303,Alalay,Cochabamba,3457,1,67
2021-11-27,31303,Alalay,Cochabamba,3457,2,62
2021-11-27,31303,Alalay,Cochabamba,3457,1,66
2021-11-20,31303,Alalay,Cochabamba,3457,1,66
2022-01-22,31303,Alalay,Cochabamba,3457,1,74
2022-01-22,31303,Alalay,Cochabamba,3457,2,65
2021-12-18,31303,Alalay,Cochabamba,3457,2,64
2021-10-23,31303,Alalay,Cochabamba,3457,1,56
2021-10-23,31303,Alalay,Cochabamba,3457,2,50
2021-11-13,31303,Alalay,Cochabamba,3457,2,62
2021-11-13,31303,Alalay,Cochabamba,3457,1,66
2021-10-30,31303,Alalay,Cochabamba,3457,2,54
2021-10-30,31303,Alalay,Cochabamba,3457,1,60
2021-11-20,31303,Alalay,Cochabamba,3457,2,62
