fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2022-01-22,70901,Samaipata,Santa Cruz,11731,2,77
2021-11-20,70901,Samaipata,Santa Cruz,11731,2,74
2021-12-18,70901,Samaipata,Santa Cruz,11731,2,76
2021-12-18,70901,Samaipata,Santa Cruz,11731,1,78
2021-12-04,70901,Samaipata,Santa Cruz,11731,2,75
2021-12-04,70901,Samaipata,Santa Cruz,11731,1,77
2021-11-27,70901,Samaipata,Santa Cruz,11731,2,75
2021-11-27,70901,Samaipata,Santa Cruz,11731,1,76
2021-11-13,70901,Samaipata,Santa Cruz,11731,2,74
2021-11-20,70901,Samaipata,Santa Cruz,11731,1,76
2021-10-23,70901,Samaipata,Santa Cruz,11731,1,75
2021-11-13,70901,Samaipata,Santa Cruz,11731,1,76
2021-10-30,70901,Samaipata,Santa Cruz,11731,2,74
2022-01-22,70901,Samaipata,Santa Cruz,11731,1,83
2021-10-23,70901,Samaipata,Santa Cruz,11731,2,74
2021-10-30,70901,Samaipata,Santa Cruz,11731,1,75
