fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,30903,Tiquipaya,Cochabamba,65881,2,34
2021-11-27,30903,Tiquipaya,Cochabamba,65881,1,47
2021-12-04,30903,Tiquipaya,Cochabamba,65881,2,41
2021-10-23,30903,Tiquipaya,Cochabamba,65881,1,43
2021-12-04,30903,Tiquipaya,Cochabamba,65881,1,49
2021-11-27,30903,Tiquipaya,Cochabamba,65881,2,40
2021-11-20,30903,Tiquipaya,Cochabamba,65881,2,38
2021-11-20,30903,Tiquipaya,Cochabamba,65881,1,47
2021-11-13,30903,Tiquipaya,Cochabamba,65881,2,38
2021-11-13,30903,Tiquipaya,Cochabamba,65881,1,46
2021-10-30,30903,Tiquipaya,Cochabamba,65881,2,35
2021-10-30,30903,Tiquipaya,Cochabamba,65881,1,44
