fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-27,40903,Chipaya,Oruro,2090,2,18
2022-01-22,40903,Chipaya,Oruro,2090,2,22
2022-01-22,40903,Chipaya,Oruro,2090,1,30
2021-12-18,40903,Chipaya,Oruro,2090,2,19
2021-12-18,40903,Chipaya,Oruro,2090,1,23
2021-12-04,40903,Chipaya,Oruro,2090,2,18
2021-12-04,40903,Chipaya,Oruro,2090,1,22
2021-11-20,40903,Chipaya,Oruro,2090,2,18
2021-11-27,40903,Chipaya,Oruro,2090,1,22
2021-11-20,40903,Chipaya,Oruro,2090,1,22
2021-11-13,40903,Chipaya,Oruro,2090,1,22
2021-10-30,40903,Chipaya,Oruro,2090,2,17
2021-10-30,40903,Chipaya,Oruro,2090,1,22
2021-10-23,40903,Chipaya,Oruro,2090,2,17
2021-10-23,40903,Chipaya,Oruro,2090,1,22
2021-11-13,40903,Chipaya,Oruro,2090,2,18
