fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-18,31202,Pojo (Cbba),Cochabamba,10419,2,28
2021-11-13,31202,Pojo (Cbba),Cochabamba,10419,1,32
2021-10-23,31202,Pojo (Cbba),Cochabamba,10419,1,30
2021-10-23,31202,Pojo (Cbba),Cochabamba,10419,2,25
2021-10-30,31202,Pojo (Cbba),Cochabamba,10419,1,31
2021-10-30,31202,Pojo (Cbba),Cochabamba,10419,2,25
2022-01-22,31202,Pojo (Cbba),Cochabamba,10419,1,38
2021-11-13,31202,Pojo (Cbba),Cochabamba,10419,2,25
2021-11-20,31202,Pojo (Cbba),Cochabamba,10419,1,33
2021-11-20,31202,Pojo (Cbba),Cochabamba,10419,2,25
2021-11-27,31202,Pojo (Cbba),Cochabamba,10419,1,33
2021-11-27,31202,Pojo (Cbba),Cochabamba,10419,2,26
2021-12-04,31202,Pojo (Cbba),Cochabamba,10419,1,34
2021-12-04,31202,Pojo (Cbba),Cochabamba,10419,2,27
2022-01-22,31202,Pojo (Cbba),Cochabamba,10419,2,30
2021-12-18,31202,Pojo (Cbba),Cochabamba,10419,1,35
